grade,car_model,car_use_cond,price,mileage,year,car_id,car_location,indi_car_link,car_type,fuel_type,gear_type
D,1992 Toyota Camry,Nigerian Used,"₦ 406,875","Mileage:  212,565 Km",Year: 1992,Car ID: NG-363242,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-1992-automatic-ng-363242?filter=,Sedan,Petrol,automatic
E,2003 Land Rover Freelander,Nigerian Used,"₦ 430,500","Mileage:  107,271 Km",Year: 2003,Car ID: NG-363288,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-freelander-2003-automatic-ng-363288?filter=,Suv,Petrol,manual
E,2001 Honda Odyssey,Nigerian Used,"₦ 640,500","Mileage:  285,971 Km",Year: 2001,Car ID: NG-363411,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-odyssey-2001-automatic-ng-363411?filter=,Mpv,Petrol,automatic
E,2003 Mitsubishi Pajero,Nigerian Used,"₦ 798,000","Mileage:  152,699 Km",Year: 2003,Car ID: NG-363413,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mitsubishi-pajero-2003-automatic-ng-363413?filter=,Suv,Petrol,automatic
D,2006 Mercedes-Benz E350,Nigerian Used,"₦ 1,680,000","Mileage:  103,789 Km",Year: 2006,Car ID: NG-363461,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-e350-2006-automatic-ng-363461?filter=,Sedan,Petrol,automatic
E,2010 Honda Accord Crosstour,Nigerian Used,"₦ 1,674,750","Mileage:  128,816 Km",Year: 2010,Car ID: NG-363322,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-crosstour-2010-automatic-ng-363322?filter=,Hatchback,Petrol,automatic
D,2007 Toyota Highlander,Nigerian Used,"₦ 2,110,500","Mileage:  144,952 Km",Year: 2007,Car ID: NG-363197,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-highlander-2007-automatic-ng-363197?filter=,Suv,Petrol,automatic
E,2004 Honda Accord,Nigerian Used,"₦ 357,000
                                        was ₦ 461,250","Mileage:  152,249 Km",Year: 2004,Car ID: NG-344617,United AuctionHouse Retail Outlet,https://buy.cars45.com/cars/honda-accord-2004-automatic-ng-344617?filter=,Sedan,Petrol,automatic
E,2001 Honda Civic,Nigerian Used,"₦ 257,250","Mileage:  97,663 Km",Year: 2001,Car ID: NG-363131,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-civic-2001-automatic-ng-363131?filter=,Sedan,Petrol,automatic
E,2003 Nissan Pathfinder,Foreign Used,"₦ 1,480,500","Mileage:  145,379 Km",Year: 2003,Car ID: NG-363226,"Ibadan - SNB
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/nissan-pathfinder-2003-automatic-toks-ng-363226?filter=,Suv,Petrol,automatic
E,2008 BMW X6,Nigerian Used,"₦ 3,160,500","Mileage:  135,396 Km",Year: 2008,Car ID: NG-363339,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/bmw-x6-2008-automatic-ng-363339?filter=,Hatchback,Petrol,automatic
D,2007 Ssangyong ACTYON,Nigerian Used,"₦ 903,000","Mileage:  117,711 Km",Year: 2007,Car ID: NG-363483,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ssangyong-actyon-2007-automatic-ng-363483?filter=,Suv,Petrol,automatic
E,2010 Kia Picanto,Nigerian Used,"₦ 588,000","Mileage:  91,774 Km",Year: 2010,Car ID: NG-363323,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/kia-picanto-2010-automatic-ng-363323?filter=,Petrol,automatic,
E,2001 Ford Ranger,Nigerian Used,"₦ 378,000","Mileage:  173,500 Km",Year: 2001,Car ID: NG-363025,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ford-ranger-2001-automatic-ng-363025?filter=,Truck,Petrol,automatic
D,2007 Lexus Ls,Nigerian Used,"₦ 4,210,500","Mileage:  83,814 Km",Year: 2007,Car ID: NG-363276,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-ls-2007-automatic-ng-363276?filter=,Sedan,Petrol,automatic
C,2014 Hyundai Santa Fe,Nigerian Used,"₦ 3,580,500","Mileage:  37,290 Km",Year: 2014,Car ID: NG-363346,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/hyundai-santa-fe-2014-automatic-ng-363346?filter=,Suv,Petrol,automatic
C,2014 Ford Edge,Nigerian Used,"₦ 3,370,500","Mileage:  44,195 Km",Year: 2014,Car ID: NG-363228,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ford-edge-2014-ng-363228?filter=,Suv,Petrol,automatic
E,2005 Nissan Primera,Nigerian Used,"₦ 737,625","Mileage:  123,687 Km",Year: 2005,Car ID: NG-363453,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-primera-2005-automatic-ng-363453?filter=,Hatchback,Petrol,automatic
D,2009 Toyota Corolla,Nigerian Used,"₦ 1,564,500","Mileage:  149,400 Km",Year: 2009,Car ID: NG-363351,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2009-automatic-ng-363351?filter=,Sedan,Petrol,automatic
D,2011 Honda Pilot,Nigerian Used,"₦ 2,215,500","Mileage:  79,585 Km",Year: 2011,Car ID: NG-363454,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-pilot-2011-ng-363454?filter=,Suv,Petrol,automatic
D,1997 Nissan Maxima,Nigerian Used,"₦ 430,500","Mileage:  110,854 Km",Year: 1997,Car ID: NG-363248,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-maxima-1997-manual-ng-363248?filter=,Sedan,Petrol,manual
E,2002 Toyota Camry,Nigerian Used,"₦ 1,060,500","Mileage:  176,308 Km",Year: 2002,Car ID: NG-363212,"Ibadan - SNB
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/toyota-camry-2002-automatic-ng-363212?filter=,Sedan,Petrol,automatic
D,2007 Audi Q7,Nigerian Used,"₦ 2,320,500","Mileage:  50,320 Km",Year: 2007,Car ID: NG-363479,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/audi-q7-2007-automatic-ng-363479?filter=,Suv,Petrol,automatic
C,2008 Land Rover Range Rover Sport,Foreign Used,"₦ 4,210,500","Mileage:  121,357 Km",Year: 2008,Car ID: NG-363255,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-range-rover-sport-2008-automatic-ng-363255?filter=,Suv,Petrol,automatic
A,2018 Mercedes-Benz C300,Foreign Used,"₦ 19,645,500","Mileage:  1,540 Km",Year: 2018,Car ID: NG-363152,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c300-2018-automatic-ng-363152?filter=,Sedan,Petrol,automatic
E,2005 Mercedes-Benz C230,Nigerian Used,"₦ 682,500","Mileage:  184,222 Km",Year: 2005,Car ID: NG-363368,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c230-2005-automatic-ng-363368?filter=,Sedan,Petrol,automatic
E,1996 Toyota Rav4,Foreign Used,"₦ 1,223,250","Mileage:  116,586 Km",Year: 1996,Car ID: NG-363205,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-rav4-1996-automatic-ng-363205?filter=,Mpv,Petrol,automatic
E,2006 Toyota Tacoma,Nigerian Used,"₦ 3,160,500","Mileage:  7,969 Km",Year: 2006,Car ID: NG-363496,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-tacoma-2006-automatic-ng-363496?filter=,Truck,Petrol,automatic
C,2004 Dodge Durango,Nigerian Used,"₦ 745,500","Mileage:  87,366 Km",Year: 2004,Car ID: NG-363481,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/dodge-durango-2004-automatic-ng-363481?filter=,Suv,Petrol,automatic
D,2003 Land Rover Range Rover HSE,Nigerian Used,"₦ 1,176,000","Mileage:  999,999 Km",Year: 2003,Car ID: NG-363392,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-range-rover-hse-2003-automatic-ng-363392?filter=,Suv,Petrol,automatic
E,1998 Toyota Sienna,Nigerian Used,"₦ 483,000","Mileage:  283,429 Km",Year: 1998,Car ID: NG-363406,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-1998-automatic-ng-363406?filter=,Mpv,Petrol,automatic
E,2004 Ford Explorer,Nigerian Used,"₦ 588,000","Mileage:  121,728 Km",Year: 2004,Car ID: NG-363575,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ford-explorer-2004-automatic-ng-363575?filter=,Mpv,Petrol,automatic
D,2004 Infiniti G,Nigerian Used,"₦ 903,000","Mileage:  119,340 Km",Year: 2004,Car ID: NG-363432,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/infiniti-g-2004-automatic-ng-363432?filter=,Coupe,Petrol,automatic
D,2009 Chrysler 300,Nigerian Used,"₦ 1,585,500","Mileage:  84,827 Km",Year: 2009,Car ID: NG-363161,"Ibadan - SNB
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/chrysler-300-2009-automatic-ng-363161?filter=,Sedan,Petrol,automatic
E,2002 Honda Accord,Nigerian Used,"₦ 378,000","Mileage:  174,079 Km",Year: 2002,Car ID: NG-362350,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2002-automatic-ng-362350?filter=,Sedan,Petrol,automatic
E,2003 Toyota Camry,Nigerian Used,"₦ 640,500","Mileage:  110,908 Km",Year: 2003,Car ID: NG-362340,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2003-automatic-ng-362340?filter=,Sedan,Petrol,automatic
C,2012 Mercedes-Benz E350,Nigerian Used,"₦ 8,095,500","Mileage:  5,864 Km",Year: 2012,Car ID: NG-362105,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-e350-2012-automatic-ng-362105?filter=,Sedan,Petrol,automatic
C,2011 Ford Taurus,Nigerian Used,"₦ 1,060,500","Mileage:  611,687 Km",Year: 2011,Car ID: NG-362302,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/ford-taurus-2011-automatic-ng-362302?filter=,Sedan,Petrol,automatic
C,2002 Lexus ES 300,Foreign Used,"₦ 1,900,500","Mileage:  141,148 Km",Year: 2002,Car ID: NG-362303,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-es-300-2002-automatic-ng-362303?filter=,Sedan,Petrol,automatic
C,2012 Toyota Camry,Nigerian Used,"₦ 2,687,500","Mileage:  73,201 Km",Year: 2012,Car ID: NG-362169,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2012-automatic-ng-362169?filter=,Sedan,Petrol,automatic
D,2006 Mercedes-Benz Cls500,Nigerian Used,"₦ 2,635,500","Mileage:  78,558 Km",Year: 2006,Car ID: NG-362425,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-cls500-2006-automatic-ng-362425?filter=,Sedan,Petrol,automatic
D,2002 Toyota Camry,Nigerian Used,"₦ 850,500","Mileage:  195,392 Km",Year: 2002,Car ID: NG-362386,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2002-automatic-ng-362386?filter=,Sedan,Petrol,automatic
D,2006 Toyota Corolla,Nigerian Used,"₦ 1,165,000","Mileage:  127,627 Km",Year: 2006,Car ID: NG-362416,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2006-automatic-ng-362416?filter=,Sedan,Petrol,automatic
D,2006 Toyota Sequoia,Nigerian Used,"₦ 1,743,000","Mileage:  177,329 Km",Year: 2006,Car ID: NG-362482,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sequoia-2006-automatic-ng-362482?filter=,Suv,Petrol,automatic
E,2008 Honda Accord,Foreign Used,"₦ 1,270,500","Mileage:  90,257 Km",Year: 2008,Car ID: NG-243344,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2008-automatic-ng-243344?filter=,Sedan,Petrol,automatic
D,2004 Chrysler Pacifica,Nigerian Used,"₦ 782,250","Mileage:  91,310 Km",Year: 2004,Car ID: NG-362436,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/chrysler-pacifica-2004-automatic-ng-362436?filter=,Mpv,Petrol,automatic
C,2001 BMW X5,Nigerian Used,"₦ 1,585,500","Mileage:  227,604 Km",Year: 2001,Car ID: NG-362430,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/bmw-x5-2001-automatic-ng-362430?filter=,Suv,Petrol,automatic
E,1995 Audi A4,Nigerian Used,"₦ 273,000","Mileage:  211,473 Km",Year: 1995,Car ID: NG-362382,"Ibadan - SNB
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/audi-a4-1995-automatic-ng-362382?filter=,Sedan,Petrol,automatic
C,2012 Acura Tl,Nigerian Used,"₦ 2,777,250","Mileage:  75,747 Km",Year: 2012,Car ID: NG-362305,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/acura-tl-2012-automatic-ng-362305?filter=,Sedan,Petrol,automatic
D,2005 Mercedes-Benz E55 Amg,Nigerian Used,"₦ 3,685,500","Mileage:  123,961 Km",Year: 2005,Car ID: NG-362267,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-e55-amg-2005-automatic-ng-362267?filter=,Sedan,Petrol,automatic
E,2003 Honda Accord,Nigerian Used,"₦ 535,500","Mileage:  148,975 Km",Year: 2003,Car ID: NG-362362,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2003-automatic-ng-362362?filter=,Sedan,Petrol,automatic
C,2009 Toyota Venza,Nigerian Used,"₦ 2,845,500","Mileage:  116,548 Km",Year: 2009,Car ID: NG-362087,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-venza-2009-automatic-ng-362087?filter=,About,Us,Terms
E,2003 Toyota Camry,Nigerian Used,"₦ 745,500","Mileage:  208,062 Km",Year: 2003,Car ID: NG-362404,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2003-automatic-ng-362404?filter=,Sedan,Petrol,automatic
E,2013 Kia Rio,Nigerian Used,"₦ 903,000","Mileage:  75,860 Km",Year: 2013,Car ID: NG-362110,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/kia-rio-2013-automatic-ng-362110?filter=,Sedan,Petrol,automatic
C,2006 Lexus Rx,Nigerian Used,"₦ 2,005,500","Mileage:  121,870 Km",Year: 2006,Car ID: NG-362290,"Ibadan - SNB
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/lexus-rx-2006-automatic-ng-362290?filter=,Suv,Petrol,automatic
D,2007 Honda Fit,Nigerian Used,"₦ 1,008,000","Mileage:  163,850 Km",Year: 2007,Car ID: NG-362129,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-fit-2007-automatic-ng-362129?filter=,Hatchback,Petrol,automatic
C,2012 Kia Sorento,Nigerian Used,"₦ 2,110,500","Mileage:  55,115 Km",Year: 2012,Car ID: NG-361937,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/kia-sorento-2012-automatic-ng-361937?filter=,Suv,Petrol,automatic
D,2001 Mercedes-Benz C180,Nigerian Used,"₦ 850,500","Mileage:  162,430 Km",Year: 2001,Car ID: NG-361958,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/mercedes-benz-c180-2001-automatic-ng-361958?filter=,Sedan,Petrol,automatic
E,2003 Honda Accord,Nigerian Used,"₦ 588,000","Mileage:  124,294 Km",Year: 2003,Car ID: NG-362279,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2003-automatic-ng-362279?filter=,Sedan,Petrol,automatic
E,2005 Toyota Camry,Nigerian Used,"₦ 1,270,500","Mileage:  104,078 Km",Year: 2005,Car ID: NG-362454,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2005-automatic-ng-362454?filter=,Sedan,Petrol,automatic
D,2009 Toyota Camry,Nigerian Used,"₦ 827,500","Mileage:  352,622 Km",Year: 2009,Car ID: NG-353132,"Autocove Retail Outlet Mushin
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2009-automatic-ng-353132?filter=,Sedan,Petrol,automatic
E,2008 Hyundai Accent,Nigerian Used,"₦ 378,000","Mileage:  144,011 Km",Year: 2008,Car ID: NG-362075,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/hyundai-accent-2008-manual-ng-362075?filter=,Sedan,Petrol,manual
C,2008 Jeep Liberty,Nigerian Used,"₦ 903,000","Mileage:  38,398 Km",Year: 2008,Car ID: NG-361967,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/jeep-liberty-2008-automatic-ng-361967?filter=,Suv,Petrol,automatic
D,2001 Honda Cr-V,Nigerian Used,"₦ 535,500","Mileage:  216,171 Km",Year: 2001,Car ID: NG-362438,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/honda-cr-v-2001-automatic-ng-362438?filter=,Mpv,Petrol,automatic
C,2014 Kia Cerato,Nigerian Used,"₦ 2,425,500","Mileage:  47,869 Km",Year: 2014,Car ID: NG-362442,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/kia-cerato-2014-automatic-ng-362442?filter=,Petrol,automatic,
C,2009 Lexus Es,Foreign Used,"₦ 3,860,000","Mileage:  160,136 Km",Year: 2009,Car ID: NG-362260,"Ibadan - SNB
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/lexus-es-2009-automatic-toks-ng-362260?filter=,Sedan,Petrol,automatic
D,2008 Kia Picanto,Nigerian Used,"₦ 406,875","Mileage:  116,500 Km",Year: 2008,Car ID: NG-362490,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/kia-picanto-2008-automatic-ng-362490?filter=,Hatchback,Petrol,automatic
D,2014 Toyota Camry,Nigerian Used,"₦ 3,318,000","Mileage:  210,707 Km",Year: 2014,Car ID: NG-362452,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2014-automatic-ng-362452?filter=,Sedan,Petrol,automatic
C,2012 Mercedes-Benz E350,Nigerian Used,"₦ 6,835,500","Mileage:  82,060 Km",Year: 2012,Car ID: NG-362205,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-e350-2012-automatic-ng-362205?filter=,Sedan,Petrol,automatic
D,2008 Lexus Ls,Nigerian Used,"₦ 3,160,500","Mileage:  66,841 Km",Year: 2008,Car ID: NG-362098,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-ls-2008-automatic-ng-362098?filter=,Sedan,Petrol,automatic
C,2007 Jeep Liberty,Nigerian Used,"₦ 850,500","Mileage:  124,624 Km",Year: 2007,Car ID: NG-362232,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/jeep-liberty-2007-automatic-ng-362232?filter=,Suv,Petrol,automatic
D,1998 Nissan Almera,Nigerian Used,"₦ 341,250","Mileage:  427,955 Km",Year: 1998,Car ID: NG-362034,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/nissan-almera-1998-manual-ng-362034?filter=,Sedan,Petrol,manual
D,2009 Mercedes-Benz C300,Nigerian Used,"₦ 1,795,500","Mileage:  100,666 Km",Year: 2009,Car ID: NG-362294,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c300-2009-automatic-ng-362294?filter=,Sedan,Petrol,automatic
E,2005 Mercedes-Benz A 150,Nigerian Used,"₦ 588,000","Mileage:  80,577 Km",Year: 2005,Car ID: NG-362242,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-a-150-2005-automatic-ng-362242?filter=,Hatchback,Petrol,automatic
E,1992 Nissan Serena,Nigerian Used,"₦ 430,500","Mileage:  173,950 Km",Year: 1992,Car ID: NG-362250,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-serena-1992-automatic-ng-362250?filter=,Bus,Petrol,manual
E,2005 Toyota Corolla,Nigerian Used,"₦ 1,100,000","Mileage:  110,962 Km",Year: 2005,Car ID: NG-362421,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2005-automatic-ng-362421?filter=,Sedan,Petrol,automatic
C,2005 Honda Accord,Nigerian Used,"₦ 1,060,500","Mileage:  199,385 Km",Year: 2005,Car ID: NG-362380,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2005-automatic-ng-362380?filter=,Sedan,Petrol,automatic
C,2004 BMW 5 Series,Nigerian Used,"₦ 1,165,500","Mileage:  277,698 Km",Year: 2004,Car ID: NG-362179,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/bmw-5-series-2004-automatic-ng-362179?filter=,Sedan,Petrol,automatic
C,2006 Ford Explorer,Nigerian Used,"₦ 850,500","Mileage:  169,917 Km",Year: 2006,Car ID: NG-362029,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/ford-explorer-2006-automatic-ng-362029?filter=,Suv,Petrol,automatic
D,2006 Lexus Rx,Nigerian Used,"₦ 1,564,500","Mileage:  188,340 Km",Year: 2006,Car ID: NG-361954,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-2006-automatic-ng-361954?filter=,Mpv,Petrol,automatic
D,2007 Jeep Liberty,Nigerian Used,"₦ 520,000","Mileage:  98,232 Km",Year: 2007,Car ID: NG-360843,King Jamie'S Autos Retail Outlet Abuja,https://buy.cars45.com/cars/jeep-liberty-2007-automatic-ng-360843?filter=,Suv,Petrol,automatic
C,2008 Toyota Rav4,Nigerian Used,"₦ 1,774,500","Mileage:  123,071 Km",Year: 2008,Car ID: NG-361033,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-rav4-2008-automatic-ng-361033?filter=,Suv,Petrol,automatic
D,2007 Lexus Rx,Nigerian Used,"₦ 1,690,500","Mileage:  163,034 Km",Year: 2007,Car ID: NG-360926,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/lexus-rx-2007-automatic-ng-360926?filter=,Suv,Petrol,automatic
E,2004 Toyota Corolla,Nigerian Used,"₦ 1,323,000","Mileage:  131,715 Km",Year: 2004,Car ID: NG-361057,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2004-automatic-ng-361057?filter=,Sedan,Petrol,automatic
E,1998 Toyota Land Cruiser,Nigerian Used,"₦ 1,060,500","Mileage:  39,992 Km",Year: 1998,Car ID: NG-360832,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-land-cruiser-1998-automatic-ng-360832?filter=,Suv,Petrol,automatic
E,2001 Mitsubishi Montero,Nigerian Used,"₦ 378,000","Mileage:  181,951 Km",Year: 2001,Car ID: NG-361236,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mitsubishi-montero-2001-automatic-ng-361236?filter=,Suv,Petrol,automatic
E,2007 Mercedes-Benz Gl450,Nigerian Used,"₦ 2,110,500","Mileage:  187,442 Km",Year: 2007,Car ID: NG-361201,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-gl450-2007-automatic-ng-361201?filter=,Mpv,Petrol,automatic
D,2001 Mercedes-Benz E200,Foreign Used,"₦ 1,585,500","Mileage:  198,568 Km",Year: 2001,Car ID: NG-360971,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-e200-2001-manual-ng-360971?filter=,Sedan,Petrol,automatic
C,2008 Toyota Camry,Nigerian Used,"₦ 2,425,500","Mileage:  125,755 Km",Year: 2008,Car ID: NG-360713,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/toyota-camry-2008-automatic-ng-360713?filter=,Sedan,Petrol,automatic
D,2007 Honda Accord,Nigerian Used,"₦ 798,000","Mileage:  257,384 Km",Year: 2007,Car ID: NG-361031,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2007-automatic-ng-361031?filter=,Sedan,Petrol,automatic
C,2011 Mercedes-Benz C300,Foreign Used,"₦ 3,370,500","Mileage:  94,444 Km",Year: 2011,Car ID: NG-361043,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c300-2011-automatic-ng-361043?filter=,Sedan,Petrol,automatic
D,2001 Mercedes-Benz C180,Nigerian Used,"₦ 430,500","Mileage:  286,106 Km",Year: 2001,Car ID: NG-361054,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c180-2001-ng-361054?filter=,Sedan,Petrol,automatic
E,2002 Hyundai Sonata,Nigerian Used,"₦ 483,000","Mileage:  179,549 Km",Year: 2002,Car ID: NG-360966,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/hyundai-sonata-2002-automatic-ng-360966?filter=,Sedan,Petrol,automatic
C,2009 Toyota Venza,Nigerian Used,"₦ 3,685,500","Mileage:  189,057 Km",Year: 2009,Car ID: NG-361029,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-venza-2009-automatic-ng-361029?filter=,Suv,Petrol,automatic
E,2002 Toyota Sienna,Nigerian Used,"₦ 588,000","Mileage:  220,777 Km",Year: 2002,Car ID: NG-361104,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-2002-automatic-ng-361104?filter=,Petrol,automatic,
E,2007 Honda Pilot,Nigerian Used,"₦ 955,500","Mileage:  268,623 Km",Year: 2007,Car ID: NG-360893,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-pilot-2007-automatic-ng-360893?filter=,Suv,Petrol,automatic
C,2013 Mitsubishi Pajero,Nigerian Used,"₦ 2,635,500","Mileage:  169,437 Km",Year: 2013,Car ID: NG-360846,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mitsubishi-pajero-2013-automatic-ng-360846?filter=,Suv,Petrol,automatic
C,2008 BMW 5 Series,Nigerian Used,"₦ 2,110,500","Mileage:  52,406 Km",Year: 2008,Car ID: NG-361195,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/bmw-5-series-2008-automatic-ng-361195?filter=,Sedan,Petrol,automatic
