grade,car_model,car_use_cond,price,mileage,year,car_id,car_location,indi_car_link,car_type,fuel_type,gear_type
C,2010 Mercedes-Benz E350,Foreign Used,"₦ 6,611,000","Mileage:  93,127 Km",Year: 2010,Car ID: NG-417738,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-e350-2010-automatic-ng-417738?filter=,Sedan,Petrol,automatic
C,2009 Toyota Camry,Foreign Used,"₦ 2,871,000","Mileage:  83,249 Km",Year: 2009,Car ID: NG-417842,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2009-automatic-ng-417842?filter=,Sedan,Petrol,automatic
C,2008 Toyota Camry,Foreign Used,"₦ 2,871,000","Mileage:  96,474 Km",Year: 2008,Car ID: NG-417822,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2008-automatic-ng-417822?filter=,Sedan,Petrol,automatic
C,2004 Toyota Sienna,Foreign Used,"₦ 2,321,000","Mileage:  188,257 Km",Year: 2004,Car ID: NG-417640,Cars45 Dorchille Ltd Franchise Ph,https://buy.cars45.com/cars/toyota-sienna-2004-automatic-ng-417640?filter=,Suv,Petrol,automatic
C,2004 Honda Accord,Nigerian Used,"₦ 1,001,000","Mileage:  278,788 Km",Year: 2004,Car ID: NG-417678,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2004-automatic-ng-417678?filter=,Sedan,Petrol,automatic
C,2008 Mazda Cx-9,Foreign Used,"₦ 2,761,000","Mileage:  217,875 Km",Year: 2008,Car ID: NG-417812,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mazda-cx-9-2008-automatic-ng-417812?filter=,Mpv,Petrol,automatic
C,Toyota Sienna 2005,Nigerian Used,"₦ 1,330,000","Mileage:  160,895 Km",Year: 2005,Car ID: NG-417641,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-2005-automatic-ng-417641?filter=,Mpv,Petrol,automatic
C,2017 Toyota Land Cruiser,Foreign Used,"₦ 18,900,000","Mileage:  95,850 Km",Year: 2017,Car ID: NG-418028,Abuja LST,https://buy.cars45.com/cars/toyota-land-cruiser-2017-suv-ng-418028?filter=,Suv,Petrol,automatic
C,2007 Mercedes-Benz Ml350,Nigerian Used,"₦ 1,771,000","Mileage:  88,101 Km",Year: 2007,Car ID: NG-417539,"Benin - SNB
                                                                                                                        , Benin",https://buy.cars45.com/cars/mercedes-benz-ml350-2007-automatic-ng-417539?filter=,Suv,Petrol,automatic
E,2003 Toyota Sequoia,Nigerian Used,"₦ 1,331,000","Mileage:  187,667 Km",Year: 2003,Car ID: NG-417643,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sequoia-2003-automatic-ng-417643?filter=,Suv,Petrol,automatic
B,2016 Lexus Rx,Foreign Used,"₦ 18,900,000","Mileage:  11,396 Km",Year: 2016,Car ID: NG-417949,Abuja LST,https://buy.cars45.com/cars/lexus-rx-2016-suv-ng-417949?filter=,Suv,Petrol,automatic
B,2013 Toyota Tacoma,Foreign Used,"₦ 10,500,000","Mileage:  31,960 Km",Year: 2013,Car ID: NG-416986,Abuja LST,https://buy.cars45.com/cars/toyota-tacoma-2013-pick-up-ng-416986?filter=,Pickup,Petrol,automatic
B,2007 Toyota Highlander,Foreign Used,"₦ 3,980,000","Mileage:  61,834 Km",Year: 2007,Car ID: NG-417996,Abuja LST,https://buy.cars45.com/cars/toyota-highlander-2007-suv-ng-417996?filter=,Suv,Petrol,automatic
C,2009 Toyota Corolla,Foreign Used,"₦ 2,321,000","Mileage:  149,330 Km",Year: 2009,Car ID: NG-417694,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2009-automatic-ng-417694?filter=,Sedan,Petrol,automatic
C,2017 Ford Explorer,Foreign Used,"₦ 13,650,000","Mileage:  15,801 Km",Year: 2017,Car ID: NG-417110,Abuja LST,https://buy.cars45.com/cars/ford-explorer-2017-suv-ng-417110?filter=,Suv,Petrol,automatic
D,2004 Lexus Rx 330,Nigerian Used,"₦ 3,091,000","Mileage:  177,587 Km",Year: 2004,Car ID: NG-417619,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-330-2004-suv-ng-417619?filter=,Suv,Petrol,automatic
B,2013 Lexus Gx,Foreign Used,"₦ 14,700,000","Mileage:  18,027 Km",Year: 2013,Car ID: NG-417121,Abuja LST,https://buy.cars45.com/cars/lexus-gx-2013-suv-ng-417121?filter=,Suv,Petrol,automatic
E,2003 Toyota Camry,Nigerian Used,"₦ 836,000","Mileage:  339,460 Km",Year: 2003,Car ID: NG-417754,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2003-automatic-ng-417754?filter=,Sedan,Petrol,automatic
A,2019 Toyota Hilux,New,"₦ 21,000,000","Mileage:  2,854 Km",Year: 2019,Car ID: NG-418052,Abuja LST,https://buy.cars45.com/cars/toyota-hilux-2019-pick-up-ng-418052?filter=,Pickup,Petrol,automatic
C,2010 Toyota Camry,Foreign Used,"₦ 3,465,000","Mileage:  28,921 Km",Year: 2010,Car ID: NG-418000,Abuja LST,https://buy.cars45.com/cars/toyota-camry-2010-automatic-ng-418000?filter=,Sedan,Petrol,automatic
D,Lexus Rx 350 2008,Nigerian Used,"₦ 2,761,000","Mileage:  96,284 Km",Year: 2008,Car ID: NG-417734,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-350-2008-ng-417734?filter=,Suv,Petrol,automatic
D,2004 Honda Accord,Nigerian Used,"₦ 781,000","Mileage:  83,346 Km",Year: 2004,Car ID: NG-417740,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2004-automatic-ng-417740?filter=,Sedan,Petrol,automatic
D,2008 Honda Accord,Nigerian Used,"₦ 1,000,000","Mileage:  92,099 Km",Year: 2008,Car ID: NG-417795,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2008-automatic-ng-417795?filter=,Sedan,Petrol,automatic
E,2002 Ford Explorer,Nigerian Used,"₦ 946,000","Mileage:  212,530 Km",Year: 2002,Car ID: NG-417677,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ford-explorer-2002-automatic-ng-417677?filter=,Suv,Petrol,automatic
C,2008 Lexus Lx,Nigerian Used,"₦ 9,911,000","Mileage:  103,955 Km",Year: 2008,Car ID: NG-417701,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-lx-2008-ng-417701?filter=,Suv,Petrol,automatic
B,2018 Ford Explorer,Foreign Used,"₦ 14,700,000","Mileage:  56,780 Km",Year: 2018,Car ID: NG-418034,Abuja LST,https://buy.cars45.com/cars/ford-explorer-2018-tivct-ng-418034?filter=,Suv,Petrol,automatic
D,2000 Lexus Rx,Nigerian Used,"₦ 891,000","Mileage:  237,494 Km",Year: 2000,Car ID: NG-417894,"Abuja - SNB
                                                                                                                        , Abuja",https://buy.cars45.com/cars/lexus-rx-2000-automatic-ng-417894?filter=,Suv,Petrol,automatic
C,2006 Honda Accord,Nigerian Used,"₦ 1,000,000","Mileage:  175,952 Km",Year: 2006,Car ID: NG-412249,"Kano - SNB
                                                                                                                        , Kano",https://buy.cars45.com/cars/honda-accord-2006-automatic-ng-412249?filter=,Sedan,Petrol,automatic
C,2005 Toyota Corolla,Foreign Used,"₦ 2,100,000","Mileage:  110,390 Km",Year: 2005,Car ID: NG-415952,"Kano - SNB
                                                                                                                        , Kano",https://buy.cars45.com/cars/toyota-corolla-2005-automatic-ng-415952?filter=,Sedan,Petrol,automatic
E,2008 Toyota Yaris,Nigerian Used,"₦ 631,239","Mileage:  163,119 Km",Year: 2008,Car ID: NG-395041,"Ifeco Motors Retail Outlet Ipaja.
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-yaris-2008-manual-ng-395041?filter=,Sedan,Petrol,manual
E,2013 Ford Escape,Nigerian Used,"₦ 3,091,000","Mileage:  137,084 Km",Year: 2013,Car ID: NG-416967,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/ford-escape-2013-automatic-ng-416967?filter=,Suv,Petrol,automatic
,2002 Toyota Camry,Nigerian Used,"₦ 780,000","Mileage:  112,652 Km",Year: 2002,Car ID: NG-417068,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2002-automatic-ng-417068?filter=,Sedan,Petrol,automatic
B,Audi Q7 2014,Nigerian Used,"₦ 6,611,000","Mileage:  49,608 Km",Year: 2014,Car ID: NG-416941,"Ilorin - SNB
                                                                                                                        , Ilorin",https://buy.cars45.com/cars/audi-q7-2014-automatic-ng-416941?filter=,Suv,Petrol,automatic
D,2005 Toyota Corolla,Nigerian Used,"₦ 1,056,000","Mileage:  299,999 Km",Year: 2005,Car ID: NG-416867,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2005-automatic-ng-416867?filter=,Sedan,Petrol,automatic
D,2004 Lexus Lx,Nigerian Used,"₦ 891,000","Mileage:  94,825 Km",Year: 2004,Car ID: NG-417019,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-lx-2004-automatic-ng-417019?filter=,Sedan,Petrol,automatic
D,2006 Mercedes-Benz CLS 350,Nigerian Used,"₦ 3,091,000","Mileage:  38,757 Km",Year: 2006,Car ID: NG-416641,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-cls-350-2006-ng-416641?filter=,Sedan,Petrol,automatic
D,2000 Toyota Avalon,Nigerian Used,"₦ 451,000","Mileage:  97,073 Km",Year: 2000,Car ID: NG-416580,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-avalon-2000-ng-416580?filter=,About,Us,Terms
D,2009 Toyota Camry,Nigerian Used,"₦ 1,221,000","Mileage:  91,008 Km",Year: 2009,Car ID: NG-416752,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2009-automatic-ng-416752?filter=,Sedan,Petrol,automatic
C,2010 Toyota Venza,Foreign Used,"₦ 3,861,000","Mileage:  149,955 Km",Year: 2010,Car ID: NG-417008,"Benin - SNB
                                                                                                                        , Benin",https://buy.cars45.com/cars/toyota-venza-2010-automatic-ng-417008?filter=,Suv,Petrol,automatic
C,2008 Toyota Avalon,Nigerian Used,"₦ 3,311,000","Mileage:  285,964 Km",Year: 2008,Car ID: NG-416927,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-avalon-2008-automatic-ng-416927?filter=,Sedan,Petrol,automatic
D,Lexus Rx 300 2001,Nigerian Used,"₦ 1,221,000","Mileage:  248,626 Km",Year: 2001,Car ID: NG-416895,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-300-2001-automatic-ng-416895?filter=,Suv,Petrol,automatic
D,2001 Mercury Mountaineer,Nigerian Used,"₦ 506,000","Mileage:  201,078 Km",Year: 2001,Car ID: NG-416966,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercury-mountaineer-2001-automatic-ng-416966?filter=,Suv,Petrol,automatic
D,2010 Toyota Corolla,Nigerian Used,"₦ 891,000","Mileage:  244,551 Km",Year: 2010,Car ID: NG-417021,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2010-manual-ng-417021?filter=,Sedan,Petrol,manual
C,2012 Toyota Corolla,Nigerian Used,"₦ 2,761,000","Mileage:  76,948 Km",Year: 2012,Car ID: NG-416979,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2012-ng-416979?filter=,Sedan,Petrol,automatic
C,2007 Honda Accord,Foreign Used,"₦ 1,660,000","Mileage:  117,351 Km",Year: 2007,Car ID: NG-401651,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2007-automatic-ng-401651?filter=,Sedan,Petrol,automatic
C,2012 Land Rover Range Rover Evoque,Foreign Used,"₦ 9,911,000","Mileage:  129,017 Km",Year: 2012,Car ID: NG-416936,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-range-rover-evoque-2012-automatic-ng-416936?filter=,Suv,Petrol,automatic
